object_id,image_id,word,label,score,selected,gen_pos,near_gen_pos_match,near_match_start,caption_anywhere_match,anywhere_match_start,matched_token_len,matched_tokens,matched_text
553,78823,bicycle,1,0.05604049086570739,1,97,1,98,1,98,3,289 4245 2841,bicycle
592,84968,handbag,1,0.09031754069030284,1,123,1,124,1,124,2,1361 23156,handbag
622,89355,person,0,-0.17186520159244537,0,3,0,,1,49,1,6114,woman
676,96832,dining table,0,0.07857347391545771,1,7,1,8,1,8,2,553 29895,desk
698,99567,car,1,0.07888727530837059,1,101,1,102,1,102,1,1559,car
705,100711,tv,0,-0.5608798909187317,0,15,0,,0,,0,,
716,101031,handbag,1,0.08998577937483787,1,50,1,51,1,51,3,1361 29890 810,handbags
739,104625,tv,0,-0.689156596660614,0,7,0,,1,21,1,11456,television
756,106793,tv,1,-0.08620302855968476,0,74,0,,0,,0,,
764,108193,cup,1,0.05480191379785537,1,92,1,93,1,93,1,18002,cup
765,108193,person,1,0.04148966342210769,1,119,1,120,1,120,1,2305,people
777,109937,banana,1,0.05184231966733932,1,72,1,73,1,73,2,9892 16397,bananas
794,112751,person,0,-0.16520885288715362,0,3,0,,1,45,1,6114,woman
840,120745,couch,1,0.05109289586544036,1,29,1,30,1,30,2,274 3222,couch
861,122745,car,1,0.10433232121169567,1,63,1,64,1,64,1,18647,cars
866,123321,dining table,0,0.04488247156143188,1,89,1,88,1,88,3,270 2827 1591,dining table
918,130043,person,0,-0.105788391828537,0,3,0,,1,87,1,6114,woman
920,130043,chair,1,0.06446521252393722,1,69,1,70,1,70,1,11774,chair
925,130645,handbag,1,0.10288040794432163,1,85,1,86,1,86,2,1361 23156,handbag
928,131203,chair,1,0.10482072539627552,1,60,1,61,1,61,1,11774,chair
976,138553,sports ball,1,0.08326052397489547,1,48,1,49,1,49,1,8287,ball
980,139072,sports ball,1,0.06546569138765335,1,53,1,54,1,54,1,8287,ball
985,139530,clock,1,0.048557209670543666,1,111,1,112,1,112,1,12006,clock
1009,143333,sports ball,1,0.07360335707664489,1,42,1,43,1,43,1,8287,ball
1045,150091,car,1,0.10658009432256221,1,55,1,56,1,56,1,18647,cars
1050,151387,dining table,0,0.0780843485891819,1,14,1,15,1,15,1,1591,table
1063,152245,tv,0,-0.5259494400024414,0,87,0,,0,,0,,
1067,153055,cup,1,0.09558175399899482,1,74,1,75,1,75,2,2723 567,cups
1068,153055,wine glass,1,0.0811721895635128,1,78,1,79,1,79,2,19006 12917,wine glass
1075,154213,dining table,0,0.07023208484053611,1,30,1,31,1,31,1,1591,table
1102,157102,dining table,0,0.04318622022867202,1,17,1,16,1,16,3,270 2827 1591,dining table
1107,157102,tv,0,-0.5767446804046631,0,81,0,,0,,0,,
1120,158957,kite,1,0.08751704439520835,1,68,1,69,1,69,2,413 3246,kites
1131,160580,handbag,1,0.042200227454304684,1,106,1,107,1,107,3,1361 29890 810,handbags
1160,165298,person,1,0.04539502680301666,1,65,1,66,1,66,1,2305,people
1167,167166,truck,0,-0.4718202567100525,0,9,0,,1,21,2,534 2707,truck
1201,171310,dining table,0,0.07719572156667709,1,11,1,12,1,12,1,1591,table
1216,174123,broccoli,1,0.08619151160120964,1,73,1,74,1,74,3,2545 617 5079,broccoli
1217,174123,chair,1,0.0222512436658144,0,105,0,,0,,0,,
1223,175382,tie,1,0.05017636984586715,1,54,1,55,1,55,2,260 583,ties
1238,178980,dining table,0,0.054020316526293743,1,4,1,5,1,5,2,553 29895,desk
1254,180925,person,1,0.06894646853208541,1,16,1,17,1,17,1,2022,person
1255,180925,chair,0,-0.15205667078495025,0,41,0,,1,50,1,11774,chair
1257,180925,boat,1,0.0788659144937992,1,88,1,89,1,89,1,13006,boat
1265,182175,bottle,1,0.0787304539233446,1,105,1,106,1,106,2,18046 280,bottle
1275,183332,book,1,0.09760544344782829,1,57,1,58,1,58,1,8277,books
1299,186182,sink,1,0.08928001008927822,1,87,1,88,1,88,1,28169,sink
1312,188544,bowl,1,0.06605718180537223,1,93,1,94,1,94,2,12580 29880,bowl
1322,189376,tv,1,-0.1518208134174347,0,111,0,,0,,0,,
1330,190156,dining table,0,0.05281946331262588,1,10,1,11,1,11,2,553 29895,desk
1362,195045,bird,1,0.09052988037467002,1,93,1,94,1,94,1,17952,birds
1400,202225,tv,0,-0.5743556070327759,0,10,0,,0,,0,,
1435,207400,bottle,1,0.07316287875175476,1,107,1,108,1,108,2,18046 280,bottle
1447,208623,couch,1,0.05650104850530624,1,103,1,104,1,104,2,274 3222,couch
1454,209322,bottle,1,0.053421925008296955,1,84,1,85,1,85,2,18046 793,bottles
1493,214698,person,1,0.0985935878753662,1,118,1,119,1,119,1,18563,drivers
1522,219075,chair,1,0.06696388766169548,1,104,1,105,1,105,1,11774,chair
1523,219269,dining table,0,0.08247332014143466,1,11,1,12,1,12,2,553 29895,desk
1527,219269,cell phone,1,0.07025768876075744,1,36,1,37,1,37,2,3038 9008,cell phone
1530,219269,bottle,1,0.04451530724763869,1,95,1,96,1,96,2,18046 280,bottle
1531,219269,book,1,0.06143876805901527,1,113,1,114,1,114,1,3143,book
1539,220732,traffic light,1,0.04747347056865692,1,87,1,88,1,88,2,12469 3578,traffic light
1544,221390,tv,1,0.026590774655342098,0,48,0,,0,,0,,
1631,234697,car,1,0.09725449129939079,1,53,1,54,1,54,1,18647,cars
1635,235597,dining table,0,0.06933464035391806,1,62,1,63,1,63,2,553 2039,desks
1638,235597,mouse,0,-0.4048978137969971,0,118,0,,0,,0,,
1653,237357,chair,1,0.06524389505386352,1,84,1,85,1,85,1,11774,chair
1666,239455,tie,0,0.035273885782808066,0,55,0,,0,,0,,
1693,242301,tv,1,-0.08204318493604659,0,74,0,,0,,0,,
1713,245898,person,0,-0.144209406375885,0,3,0,,1,16,1,6114,woman
1726,246717,handbag,1,0.11035532306879758,1,68,1,69,1,69,3,1361 29890 810,handbags
1727,246717,person,1,0.09800018824636936,1,86,1,87,1,87,1,2305,people
1736,248400,bottle,1,0.0878390584886074,1,100,1,101,1,101,2,18046 280,bottle
1744,249131,tv,0,-0.36374351859092713,0,71,0,,0,,0,,
1771,253408,person,0,0.008278737664222713,0,3,0,,0,,0,,
1813,258996,chair,1,0.04911761254072189,1,107,1,108,1,108,2,521 7121,chairs
1814,258996,tv,0,-0.2063903856277466,0,130,0,,0,,0,,
1832,262093,wine glass,1,0.06431270658969879,1,60,1,61,1,61,2,19006 12917,wine glass
1833,262093,book,1,0.0679547956213355,1,90,1,91,1,91,1,8277,books
1869,265777,knife,1,0.07184935629367828,1,73,1,74,1,74,2,889 1607,knife
1870,265777,spoon,1,0.0607116025686264,1,77,1,78,1,78,2,805 6150,spoon
1871,265777,chair,1,0.016865598857402797,0,84,0,,1,89,1,11774,chair
1877,266611,car,1,0.10200125247240066,1,68,1,69,1,69,1,18647,cars
1888,269098,chair,0,0.0575317245721817,1,52,0,,1,122,1,11774,chair
1898,270354,car,1,0.07517705008387565,1,72,1,73,1,73,1,1559,car
1901,270815,sports ball,0,0.04850817739963531,1,41,1,42,1,42,1,8287,ball
1908,272673,toothbrush,1,0.05930038437247276,1,125,1,126,1,126,4,304 720 1182 1878,toothbrush
1913,273083,chair,1,0.055884528160095204,1,81,1,82,1,82,1,11774,chair
1934,275374,chair,1,-0.0744308650493622,0,116,0,,0,,0,,
1950,277674,cup,1,0.09341938875615596,1,115,1,116,1,116,1,18002,cup
1960,279391,chair,1,0.060994627773761745,1,80,1,81,1,81,1,11774,chair
1964,279391,tv,1,0.06171017408370971,1,167,0,,0,,0,,
1983,281625,car,1,0.04592255987226962,1,135,1,136,1,136,1,1559,car
2015,286553,wine glass,1,0.08136936545372009,1,88,1,89,1,89,2,19006 12917,wine glass
2051,291380,potted plant,1,0.05199069052934646,1,47,1,48,1,48,3,282 15048 18577,potted plants
2060,292232,bed,1,0.07431374013423919,1,17,1,18,1,18,1,6592,bed
2067,292741,potted plant,1,0.06393088296055793,1,86,1,87,1,87,3,282 15048 8024,potted plant
2103,300034,bottle,1,0.056082966625690456,1,117,1,118,1,118,2,18046 793,bottles
2137,306415,tv,0,-0.2914253091812134,0,72,0,,0,,0,,
2158,307614,clock,1,0.07751995965838432,1,53,1,54,1,54,1,12006,clock
2160,307614,potted plant,0,0.09191973403096199,1,105,1,106,1,106,3,282 15048 8024,potted plant
2176,310035,potted plant,1,0.07682395622134208,1,67,1,68,1,68,3,282 15048 18577,potted plants
2186,310862,chair,1,0.08228405088186264,1,62,1,63,1,63,2,521 7121,chairs
2188,310862,tv,1,-0.35991757273674013,0,81,0,,0,,0,,
2189,310862,keyboard,1,0.08815064549446106,1,108,1,109,1,109,2,1820 24691,keyboards
2207,313562,dining table,0,0.1004086647927761,1,9,1,10,1,10,1,1591,table
2266,321811,bottle,1,0.08398209407925605,1,130,1,131,1,131,2,18046 793,bottles
2282,325587,dining table,1,0.07789001509547233,1,82,1,81,1,81,3,270 2827 1591,dining table
2338,333772,dining table,1,0.08480399742722511,1,4,1,5,1,5,2,553 29895,desk
2379,339344,person,0,0.08537338942289352,1,57,1,58,1,58,1,2305,people
2389,340327,bowl,1,0.04591318488121032,1,121,1,122,1,122,2,12580 29880,bowl
2464,354369,laptop,1,0.08277401223778724,1,62,1,63,1,63,2,451 19273,notebook
2479,356494,airplane,0,0.10423888906836509,1,14,1,15,1,15,1,22588,jet
2483,356632,tv,1,0.03444085538387298,0,42,0,,0,,0,,
2490,356800,bench,1,0.056636768281459804,1,72,1,73,1,73,2,3856 305,bench
2526,360951,mouse,0,-0.4979518699645996,0,79,0,,0,,0,,
2543,362327,chair,1,0.04933270335197448,1,47,1,48,1,48,1,11774,chair
2551,363594,dining table,1,0.05687596946954726,1,78,1,77,1,77,3,270 2827 1591,dining table
2553,363594,potted plant,1,0.06100309163331985,1,95,1,96,1,96,3,282 15048 8024,potted plant
2559,364580,clock,1,0.08071645617485046,1,95,1,96,1,96,1,12006,clock
2580,367569,dining table,0,0.08848838403820991,1,74,1,73,1,73,3,270 2827 1591,dining table
2598,369082,sink,1,0.07085426419973373,1,37,1,38,1,38,1,28169,sink
2603,369082,dining table,1,0.08687662258744239,1,90,1,89,1,89,3,270 2827 1591,dining table
2604,369082,chair,1,0.08830129280686377,1,93,1,94,1,94,1,11774,chair
2605,369082,potted plant,1,0.08282517567276954,1,102,1,103,1,103,3,282 15048 8024,potted plant
2610,369601,dining table,1,0.0808699306845665,1,13,1,14,1,14,1,1591,table
2620,370478,remote,1,0.04370378971099853,1,98,1,99,1,99,1,7592,remote
2633,371890,person,1,0.06061591103672981,1,90,1,91,1,91,1,2022,person
2691,381870,handbag,1,0.04114760726690292,1,126,1,127,1,127,2,1361 23156,handbag
2696,383026,person,1,0.07187927410006523,1,58,1,59,1,59,1,2305,people
2699,383611,chair,0,-0.09651004433631896,0,48,0,,1,53,1,22091,seats
2700,383611,handbag,1,0.0677459006011486,1,59,1,60,1,60,3,1361 29890 810,handbags
2707,384625,potted plant,1,0.06517163559794426,1,80,1,81,1,81,3,282 15048 18577,potted plants
2720,386525,person,1,0.07236832305788993,1,99,1,100,1,100,1,2022,person
2768,392915,spoon,1,0.046863290369510646,1,140,1,141,1,141,2,805 6150,spoon
2853,408789,couch,1,0.05286941200494766,1,7,1,8,1,8,2,274 3222,couch
2859,409116,person,0,0.04795291945338248,1,51,1,52,1,52,1,16500,patient
2863,409331,tv,1,-0.02069697976112367,0,65,0,,0,,0,,
2871,410101,clock,1,0.065004800632596,1,110,1,111,1,111,1,12006,clock
2894,413287,car,1,0.057743220478296275,1,66,1,67,1,67,1,18647,cars
2933,420422,truck,1,0.06192098826169967,1,64,1,65,1,65,2,534 2707,truck
2934,420422,bicycle,1,0.05397598713636398,1,68,1,69,1,69,3,289 4245 2841,bicycle
2975,426700,potted plant,1,0.060238949209451664,1,114,1,115,1,115,3,282 15048 8024,potted plant
2995,429690,chair,1,-0.047275996804237365,0,112,0,,0,,0,,
3057,437947,spoon,1,0.0662222121655941,1,89,1,90,1,90,2,805 6150,spoon
3058,437947,bottle,0,0.06142619892954826,1,96,1,97,1,97,2,18046 793,bottles
3069,440514,handbag,1,0.08634860709309577,1,80,1,81,1,81,3,1361 29890 810,handbags
3071,440964,dining table,0,0.08912034414708614,1,4,1,5,1,5,2,553 29895,desk
3078,441292,truck,0,-0.42456359148025513,0,6,0,,1,23,2,534 2707,truck
3099,444682,dining table,0,0.09407673858106136,1,6,1,7,1,7,2,553 29895,desk
3121,446574,sink,1,0.06042568281292915,1,92,1,93,1,93,1,28169,sink
3130,447546,cup,1,0.041257958114147175,1,100,1,101,1,101,2,2723 567,cups
3149,449661,tv,0,-0.2969373881816864,0,80,0,,1,89,1,11819,monitor
3150,449661,laptop,1,0.06129665940999984,1,87,1,88,1,88,1,6601,computer
3177,452027,bird,1,0.06463317468762397,1,87,1,88,1,88,1,17952,birds
3249,461655,dining table,0,0.07750833302736282,1,23,1,22,1,22,3,270 2827 1591,dining table
3250,461655,chair,1,0.10113643936812877,1,51,1,52,1,52,2,521 7121,chairs
3253,461655,book,1,0.04291895300149917,1,115,1,116,1,116,1,3143,book
3265,463360,dining table,0,0.09167486511170864,1,6,1,7,1,7,2,553 29895,desk
3269,463360,tv,0,-0.2436050820350647,0,124,0,,0,,0,,
3279,463783,car,1,0.050121235549449916,1,66,1,67,1,67,1,1559,car
3290,465184,clock,1,0.0879914154112339,1,119,1,120,1,120,1,12006,clock
3308,467031,chair,1,0.028393123261630536,0,83,0,,0,,0,,
3311,467988,dining table,0,0.104109066426754,1,4,1,5,1,5,2,553 29895,desk
3317,467988,cell phone,0,0.09597819939255714,1,109,1,110,1,110,2,3038 9008,cell phone
3336,469896,chair,1,0.08692140400409698,1,63,1,64,1,64,1,11774,chair
3337,469896,vase,1,0.09649087570607662,1,85,1,86,1,86,2,325 559,vase
3350,472030,person,1,0.0981422633677721,1,120,1,121,1,121,1,2022,person
3418,486573,potted plant,1,0.055015022754669185,1,75,1,76,1,76,3,282 15048 8024,potted plant
3460,491470,car,1,0.059791027456521983,1,63,1,64,1,64,1,18647,cars
3546,504902,person,1,0.07364974066615104,1,107,1,108,1,108,1,2022,person
3554,505818,tv,0,-0.1911020028591156,0,66,0,,0,,0,,
3574,508115,bowl,1,0.04217054992914199,1,94,1,95,1,95,2,12580 29880,bowl
3585,509807,pizza,1,0.08095780655741691,1,30,1,31,1,31,2,282 24990,pizza
3602,513181,bird,1,0.07082345977425575,1,87,1,88,1,88,1,17952,birds
3605,514254,tv,1,0.08946370601654052,1,62,0,,0,,0,,
3631,517973,truck,1,0.09971162386238575,1,80,1,81,1,81,2,534 2707,truck
3637,519815,bottle,0,0.04991108447313308,1,93,1,94,1,94,2,18046 793,bottles
3654,523565,dining table,0,0.09793987952172756,1,27,1,28,1,28,1,1591,table
3674,526342,person,1,0.044397684931755055,1,118,1,119,1,119,1,2305,people
3683,527535,banana,0,0.0588030469417572,1,21,1,22,1,22,2,9892 16397,bananas
3714,530836,bottle,0,0.06780934229493141,1,73,1,74,1,74,2,18046 793,bottles
3723,531349,car,1,0.09779612056910991,1,88,1,89,1,89,1,1559,car
3725,531697,dining table,0,0.07777522616088389,1,3,1,4,1,4,2,553 29895,desk
3731,531697,potted plant,1,0.07238001272082328,1,117,1,118,1,118,3,282 15048 8024,potted plant
3732,531697,tv,0,-0.2027599859237671,0,141,0,,0,,0,,
3744,532963,bottle,1,0.05885571882128715,1,106,1,107,1,107,2,18046 793,bottles
3747,533171,tie,0,0.033591276928782464,0,25,0,,0,,0,,
3808,540288,cup,1,0.10417410254478454,1,94,1,95,1,95,1,18002,cup
3817,540926,mouse,0,-0.662579243183136,0,80,0,,0,,0,,
3830,542959,potted plant,1,0.050450849235057826,1,88,1,89,1,89,3,282 15048 8024,potted plant
3837,543696,spoon,1,0.07655563101172447,1,79,1,80,1,80,2,805 6150,spoon
3860,546667,chair,1,-0.021247196048498153,0,43,0,,0,,0,,
3872,547258,book,1,0.07353900268673896,1,71,1,72,1,72,1,8277,books
3890,549763,bowl,1,0.06683977216482162,1,82,1,83,1,83,2,12580 29880,bowl
3891,549763,spoon,1,0.05243073672056198,1,87,1,88,1,88,2,805 6150,spoon
3915,551167,sports ball,0,0.07078150182962417,1,44,1,45,1,45,1,8287,ball
3921,552221,bowl,1,0.047918277680873866,1,87,1,88,1,88,2,12580 3137,bowls
3929,552672,sports ball,0,0.06062276184558868,1,44,1,45,1,45,1,8287,ball
3967,557321,book,1,0.09146391868591308,1,82,1,83,1,83,1,8277,books
4026,567304,sports ball,0,0.05670371919870376,1,28,1,29,1,29,1,8287,ball
4056,570643,chair,1,0.06998524338006973,1,92,1,93,1,93,1,11774,chair
4117,872,sports ball,0,0.0743975293636322,1,38,1,39,1,39,1,8287,ball
4133,2225,cup,1,0.08103297546505928,1,108,1,109,1,109,1,18002,cup
4146,3580,cup,1,0.08794695034623146,1,100,1,101,1,101,1,18002,cup
4147,3580,bottle,1,0.08785150840878486,1,110,1,111,1,111,2,18046 280,bottle
4192,11262,dining table,0,0.0924095482379198,1,8,1,9,1,9,2,553 29895,desk
4200,12319,bird,1,0.09830849140882492,1,68,1,69,1,69,1,17952,birds
4206,13145,dining table,0,0.047496947348117824,1,67,1,66,1,66,3,270 2827 1591,dining table
4222,16025,book,1,0.06633872807025909,1,97,1,98,1,98,1,3143,book
4223,16025,remote,1,0.0540837150812149,1,109,1,110,1,110,1,7592,remote
4231,16931,person,1,0.04785500735044479,1,114,1,115,1,115,1,18563,drivers
4273,22158,bowl,1,0.0765366618335247,1,122,1,123,1,123,2,12580 29880,bowl
4279,22660,chair,0,-0.13961424589157104,0,25,0,,0,,0,,
4280,22660,person,0,0.08594614163041114,1,28,1,29,1,29,1,28134,passengers
4284,23369,car,1,0.09711643576622009,1,81,1,82,1,82,1,1559,car
4288,24385,bottle,1,0.05665387138724326,1,57,1,58,1,58,2,18046 280,bottle
4298,24693,person,1,0.042618702352046955,1,74,1,75,1,75,1,2305,people
4321,28134,chair,1,-0.19027287244796753,0,46,0,,1,51,1,11774,chair
4327,28682,bowl,1,0.06594490528106689,1,112,1,113,1,113,2,12580 29880,bowl
4362,33489,car,1,0.06883059710264205,1,96,1,97,1,97,1,1559,car
4364,33489,handbag,1,0.10823838494718074,1,122,1,123,1,123,2,1361 23156,handbag
4372,33845,donut,1,0.09326407209038734,1,95,1,96,1,96,2,1016 8842,donuts
4374,33845,cell phone,1,0.06178858399391174,1,147,1,148,1,148,3,3038 1374 2873,cell phones
4396,38276,dining table,0,0.044437672197818745,1,9,1,10,1,10,2,553 29895,desk
4397,38276,laptop,0,0.04745991796255111,1,13,1,14,1,14,1,6601,computer
4409,38531,chair,1,0.007477425932884217,0,84,0,,0,,0,,
4421,40686,bottle,1,0.10789938632398843,1,117,1,118,1,118,2,18046 280,bottle
4447,46616,person,0,-0.15574877619743346,0,3,0,,1,53,1,6114,woman
4465,48795,person,1,0.09931993566453456,1,30,1,31,1,31,1,11647,People
4477,51028,dining table,1,0.07424404367804527,1,6,1,7,1,7,1,1591,table
4490,52596,handbag,1,0.07733114704489708,1,96,1,97,1,97,3,1361 29890 810,handbags
4516,57006,person,1,0.05987884402275084,1,50,1,51,1,51,1,2022,person
4582,69805,chair,1,0.09399266995489597,1,94,1,95,1,95,1,11774,chair
4585,70471,tv,1,0.087784333974123,1,13,0,,0,,0,,
4620,75560,car,1,0.05168086558580398,1,27,1,28,1,28,1,18647,cars
4631,77924,person,1,0.052959854602813716,1,130,1,131,1,131,1,2305,people
4650,79905,microwave,1,0.08138099581003189,1,87,1,88,1,88,3,20710 798 1351,microwave
4660,81070,tie,0,-0.030300480127334606,0,47,0,,0,,0,,
4712,90239,potted plant,1,0.09552105598151683,1,109,1,110,1,110,3,282 15048 8024,potted plant
4724,91715,car,1,0.050175028741359706,1,70,1,71,1,71,1,1559,car
4751,96539,tv,0,-0.39929325580596925,0,19,0,,0,,0,,
4765,98141,bottle,1,0.08879895590245723,1,92,1,93,1,93,2,18046 793,bottles
4770,99794,sports ball,0,0.07133612304925918,1,97,1,98,1,98,1,8287,ball
4783,102517,chair,1,0.08371392935514449,1,58,1,59,1,59,1,11774,chair
4784,102517,handbag,1,0.10121142510324715,1,66,1,67,1,67,2,1361 23156,handbag
4789,103272,car,1,0.06256001338362693,1,87,1,88,1,88,1,1559,car
4798,104626,person,1,0.043397265672683705,1,66,1,67,1,67,1,2022,person
4820,108212,sink,1,0.057432423233985896,1,52,1,53,1,53,1,28169,sink
4824,108212,bottle,1,0.06605890661478042,1,124,1,125,1,125,2,18046 793,bottles
4830,108645,potted plant,1,0.10736273404210805,1,83,1,84,1,84,3,282 15048 8024,potted plant
4831,108645,chair,1,0.055412697494029994,1,92,1,93,1,93,1,11774,chair
4832,108645,book,1,0.06661806151270866,1,101,1,102,1,102,1,8277,books
4852,112065,tv,0,-0.025198523998260502,0,85,0,,0,,0,,
4857,112664,bus,0,0.0930121437460184,1,13,1,14,1,14,1,3593,bus
4910,121162,bottle,1,0.05234572961926459,1,131,1,132,1,132,2,18046 280,bottle
4914,121442,chair,1,-0.003694255948066716,0,53,0,,0,,0,,
4965,128058,sports ball,1,0.08717079356312751,1,24,1,25,1,25,1,8287,ball
5000,135116,person,0,0.06812083274126052,1,64,1,65,1,65,1,2305,people
5001,135116,sports ball,1,0.10732061311602592,1,94,1,94,1,94,2,14717 8287,sports ball
5004,135670,car,1,0.09388400696218013,1,21,1,22,1,22,1,1559,car
5008,135900,knife,1,0.05602354824542999,1,85,1,86,1,86,2,889 1607,knife
5015,136458,backpack,1,0.057306992709636684,1,146,1,147,1,147,2,1250 4058,backpack
5086,146997,book,1,0.10653900902718305,1,54,1,55,1,55,1,8277,books
5108,150779,car,1,0.08378703415393829,1,77,1,78,1,78,1,18647,cars
5134,154254,cell phone,1,0.040726910233497615,1,40,1,41,1,41,2,3038 9008,cell phone
5135,154254,book,1,0.07323922857642173,1,52,1,53,1,53,1,8277,books
5164,157601,chair,1,0.06640537723898887,1,85,1,86,1,86,1,11774,chair
5195,162357,tie,1,0.033241151329129935,0,28,0,,0,,0,,
5202,163372,bird,1,0.08632468327879905,1,73,1,74,1,74,1,17952,birds
5204,164115,car,1,0.06415228813886642,1,75,1,76,1,76,1,18647,cars
5206,164115,person,1,0.10112048581242561,1,120,1,121,1,121,1,2305,people
5245,170716,person,0,-0.03958093106746674,0,3,0,,1,18,1,6114,woman
5252,170716,sink,1,0.04339352518320083,1,82,1,83,1,83,1,28169,sink
5283,175604,person,1,0.11197487160563468,1,80,1,81,1,81,1,2022,person
5289,177375,chair,0,-0.18147274553775788,0,37,0,,1,82,1,11774,chair
5314,180383,chair,1,0.09887684404850006,1,83,1,84,1,84,1,11774,chair
5315,180383,potted plant,1,0.10828432150185108,1,92,1,93,1,93,3,282 15048 8024,potted plant
5341,183364,dining table,0,0.04607355117797851,1,3,1,4,1,4,2,553 29895,desk
5346,183364,cell phone,1,0.04171387374401092,1,82,1,83,1,83,2,3038 9008,cell phone
5367,185479,chair,1,0.015661704242229457,0,47,0,,0,,0,,
5400,192403,person,1,0.062128081172704686,1,70,1,71,1,71,1,2305,people
5404,192403,vase,1,0.0479147982597351,1,133,1,134,1,134,2,325 559,vase
5410,193332,bowl,1,0.05535434454679489,1,69,1,70,1,70,2,12580 3137,bowls
5411,193968,person,0,-0.09184231519699096,0,3,0,,1,47,1,6114,woman
5414,193968,chair,1,0.06400352984666824,1,75,1,76,1,76,1,11774,chair
5429,195815,dining table,0,0.08341758996248244,1,44,1,43,1,43,3,270 2827 1591,dining table
5431,195815,vase,1,0.07345664426684378,1,55,1,56,1,56,2,325 559,vase
5439,196885,sports ball,1,0.08263928338885307,1,48,1,49,1,49,1,8287,ball
5444,198518,tv,0,-0.56070387840271,0,15,0,,0,,0,,
5466,200739,fire hydrant,1,0.04280250042676925,1,164,1,165,1,165,3,3974 27246 21867,fire hydrant
5482,204726,cup,1,0.04739325791597365,1,84,1,85,1,85,1,18002,cup
5486,205190,car,1,0.10843135964125394,1,81,1,82,1,82,1,1559,car
5493,206273,sink,1,0.06112801924347877,1,49,1,50,1,50,1,28169,sink
5505,208648,car,1,0.10565931618213653,1,19,1,20,1,20,1,1559,car
